model,metric,trainlen,source \ target,Perth,HK,PALO,DUNDEE,BOULDER,Auchterarder,Kinross,Pitlochry,Crieff,Aberfeldy,Dunkeld,Blairgowrie
LASSO,mape,7,Dunkeld,0.203364082,0.213326932,0.325935901,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,7,Blairgowrie,0.203364082,0.213326932,0.325935901,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,7,wo_trans,0.217438145,0.24812714,0.477077306,0.223072985,0.649445873,0.516128516,0.653360691,0.311004474,0.081249919,0.032258032,0.794116853,0.58333275
LASSO,mae,8,Perth,0.354166667,0.458333333,0.78968254,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,8,HK,0.354166667,0.458333333,0.78968254,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,8,PALO,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,8,DUNDEE,0.354166667,0.458333333,0.78968254,0.39448173,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,8,BOULDER,0.354166667,0.458333333,0.78968254,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,8,Auchterarder,0.354166667,0.458333333,0.78968254,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,8,Kinross,0.354166667,0.458333333,0.78968254,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,8,Pitlochry,0.354166667,0.458333333,0.78968254,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,8,Crieff,0.354166667,0.458333333,0.78968254,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,8,Aberfeldy,0.354166667,0.458333333,0.78968254,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,8,Dunkeld,0.354166667,0.458333333,0.78968254,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,8,Blairgowrie,0.354166667,0.458333333,0.78968254,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,8,wo_trans,0.393518519,0.48125,0.629960317,0.403678847,0.201023392,0.208333333,0.446180556,0.171296296,0.041666667,0.024305556,0.243055556,0.236111111
LASSO,mape,8,Perth,0.203364082,0.213326932,0.325935901,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,8,HK,0.203364082,0.213326932,0.325935901,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,8,PALO,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,8,DUNDEE,0.203364082,0.213326932,0.325935901,0.234722459,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,8,BOULDER,0.203364082,0.213326932,0.325935901,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,8,Auchterarder,0.203364082,0.213326932,0.325935901,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,8,Kinross,0.203364082,0.213326932,0.325935901,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,8,Pitlochry,0.203364082,0.213326932,0.325935901,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,8,Crieff,0.203364082,0.213326932,0.325935901,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,8,Aberfeldy,0.203364082,0.213326932,0.325935901,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,8,Dunkeld,0.203364082,0.213326932,0.325935901,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,8,Blairgowrie,0.203364082,0.213326932,0.325935901,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,8,wo_trans,0.216975184,0.247971083,0.479360407,0.228808865,0.613468047,0.516128516,0.680671588,0.311004474,0.062499938,0.032258032,0.647058176,0.41666625
LASSO,mae,9,Perth,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,9,HK,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,9,PALO,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,9,DUNDEE,0.354166667,0.458333333,0.869047619,0.39448173,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,9,BOULDER,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,9,Auchterarder,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,9,Kinross,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,9,Pitlochry,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,9,Crieff,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,9,Aberfeldy,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,9,Dunkeld,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,9,Blairgowrie,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,9,wo_trans,0.427083333,0.486805556,0.616071429,0.409395973,0.205774854,0.25,0.439236111,0.173611111,0.03125,0.03125,0.236111111,0.236111111
LASSO,mape,9,Perth,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,9,HK,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,9,PALO,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,9,DUNDEE,0.203364082,0.213326932,0.254703089,0.234722459,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,9,BOULDER,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,9,Auchterarder,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,9,Kinross,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,9,Pitlochry,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,9,Crieff,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,9,Aberfeldy,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,9,Dunkeld,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,9,Blairgowrie,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,9,wo_trans,0.231543082,0.246956728,0.475707451,0.230509407,0.619925604,0.70967671,0.802520206,0.311004474,0.043749956,0.058064458,0.823528588,0.458332875
LASSO,mae,10,Perth,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,10,HK,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,10,PALO,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,10,DUNDEE,0.354166667,0.458333333,0.869047619,0.39448173,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,10,BOULDER,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,10,Auchterarder,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,10,Kinross,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,10,Pitlochry,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,10,Crieff,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,10,Aberfeldy,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,10,Dunkeld,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,10,Blairgowrie,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,10,wo_trans,0.385416667,0.493055556,0.650793651,0.40840169,0.20504386,0.25,0.432291667,0.166666667,0.03125,0.024305556,0.208333333,0.222222222
LASSO,mape,10,Perth,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,10,HK,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,10,PALO,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,10,DUNDEE,0.203364082,0.213326932,0.254703089,0.234722459,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,10,BOULDER,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,10,Auchterarder,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,10,Kinross,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,10,Pitlochry,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,10,Crieff,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,10,Aberfeldy,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,10,Dunkeld,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,10,Blairgowrie,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,10,wo_trans,0.206327045,0.255539745,0.467853564,0.229416625,0.595940388,0.516128516,0.846637809,0.311004474,0.043749956,0.032258032,0.705881647,0.4999995
LASSO,mae,11,Perth,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,11,HK,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,11,PALO,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,11,DUNDEE,0.354166667,0.458333333,0.869047619,0.39448173,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,11,BOULDER,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,11,Auchterarder,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,11,Kinross,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,11,Pitlochry,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,11,Crieff,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,11,Aberfeldy,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,11,Dunkeld,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,11,Blairgowrie,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,11,wo_trans,0.376157407,0.484027778,0.62797619,0.400447427,0.207967836,0.243055556,0.434895833,0.168981481,0.03125,0.034722222,0.215277778,0.208333333
LASSO,mape,11,Perth,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,11,HK,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,11,PALO,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,11,DUNDEE,0.203364082,0.213326932,0.254703089,0.234722459,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,11,BOULDER,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,11,Auchterarder,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,11,Kinross,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,11,Pitlochry,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,11,Crieff,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,11,Aberfeldy,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,11,Dunkeld,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,11,Blairgowrie,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,11,wo_trans,0.203703589,0.247112786,0.454702895,0.219915404,0.588560317,0.419354419,0.836133618,0.311004474,0.043749956,0.051612852,0.676469912,0.437499563
LASSO,mae,12,Perth,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,12,HK,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,12,PALO,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,12,DUNDEE,0.354166667,0.458333333,0.869047619,0.39448173,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,12,BOULDER,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,12,Auchterarder,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,12,Kinross,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,12,Pitlochry,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,12,Crieff,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,12,Aberfeldy,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,12,Dunkeld,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,12,Blairgowrie,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,12,wo_trans,0.373842593,0.490972222,0.659722222,0.394978871,0.207602339,0.25,0.438368056,0.178240741,0.03125,0.034722222,0.236111111,0.236111111
LASSO,mape,12,Perth,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,12,HK,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,12,PALO,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,12,DUNDEE,0.203364082,0.213326932,0.254703089,0.234722459,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,12,BOULDER,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,12,Auchterarder,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,12,Kinross,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,12,Pitlochry,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,12,Crieff,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,12,Aberfeldy,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,12,Dunkeld,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,12,Blairgowrie,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,12,wo_trans,0.198703591,0.248517279,0.475616118,0.2224613,0.64852336,0.548386548,0.829831103,0.311004474,0.043749956,0.051612852,0.676469912,0.479166188
LASSO,mae,13,Perth,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,13,HK,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,13,PALO,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,13,DUNDEE,0.354166667,0.458333333,0.869047619,0.39448173,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,13,BOULDER,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,13,Auchterarder,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,13,Kinross,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,13,Pitlochry,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,13,Crieff,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,13,Aberfeldy,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,13,Dunkeld,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,13,Blairgowrie,0.354166667,0.458333333,0.869047619,0.396718867,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,13,wo_trans,0.386574074,0.492361111,0.674603175,0.402684564,0.20869883,0.25,0.430555556,0.180555556,0.03125,0.034722222,0.25,0.236111111
LASSO,mape,13,Perth,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,13,HK,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,13,PALO,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,13,DUNDEE,0.203364082,0.213326932,0.254703089,0.234722459,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,13,BOULDER,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,13,Auchterarder,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,13,Kinross,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,13,Pitlochry,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,13,Crieff,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,13,Aberfeldy,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,13,Dunkeld,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,13,Blairgowrie,0.203364082,0.213326932,0.254703089,0.210804955,0.692803763,0.999999,0.999999,0.311004474,0.0999999,0.070967671,0.999999,0.999999
LASSO,mape,13,wo_trans,0.207098648,0.248127141,0.44456592,0.217268374,0.612545533,0.483870484,0.834032779,0.311004474,0.043749956,0.051612852,0.617646441,0.458332875
LASSO,mae,14,Perth,0.354166667,0.458333333,0.869047619,0.39448173,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
LASSO,mae,14,HK,0.354166667,0.458333333,0.869047619,0.39448173,0.182748538,0.215277778,0.413194444,0.150462963,0.055555556,0.038194444,0.236111111,0.333333333
